iter	Logloss
175	0.5251287719
176	0.5250282699
177	0.5248156057
178	0.5245224181
179	0.5244189515
180	0.5242677213
181	0.5241729273
182	0.523931426
183	0.5238044809
184	0.5236099292
185	0.5235097767
186	0.5233418027
187	0.5232253387
188	0.5230680799
189	0.5229597639
190	0.5228287664
191	0.5227052641
192	0.5225942557
193	0.5223944873
194	0.5222748914
195	0.5221571736
196	0.5220385063
197	0.5217974184
198	0.5216527596
199	0.5215410039
200	0.5214221381
201	0.521277164
202	0.5211572967
203	0.5209857828
204	0.5208653371
205	0.5206544918
206	0.5204894867
207	0.5203642642
208	0.5202503198
209	0.520137489
210	0.5200053556
211	0.5198947859
212	0.5196606721
213	0.5195151434
214	0.5193644687
215	0.5191888697
216	0.5190759671
217	0.5188899226
218	0.5187657121
219	0.5185629294
220	0.518434043
221	0.5182561389
222	0.5181333201
223	0.5180162434
224	0.5178262329
225	0.5175936034
226	0.5174644201
227	0.517318068
228	0.5170964976
229	0.5168824136
230	0.516762552
231	0.5165355694
232	0.5163815224
233	0.5162084945
234	0.5159736464
235	0.5158008213
236	0.5156438146
237	0.5154963409
238	0.5153622332
239	0.5152292665
240	0.5150676591
241	0.5149406987
242	0.5147618952
243	0.5146460624
244	0.5144909341
245	0.5143443418
246	0.5142175461
247	0.5140256256
248	0.5138957973
249	0.5137197406
250	0.5135960931
251	0.5134470742
252	0.5132488606
253	0.5131202936
254	0.5130025746
255	0.512857487
256	0.5127294624
257	0.5125540651
258	0.5124400713
259	0.5123080977
260	0.5121783574
261	0.51197298
262	0.5118343213
263	0.5116979702
264	0.5115940526
265	0.5114532413
266	0.5112190677
267	0.5110451995
268	0.5108742675
269	0.5107453746
270	0.5105859925
271	0.5104048695
272	0.5102305513
273	0.5101134452
274	0.5099772498
275	0.5098468957
276	0.5096898383
277	0.5095707684
278	0.5094621589
279	0.5093133755
280	0.5091766811
281	0.5090569702
282	0.5089504273
283	0.5087891404
284	0.5086617703
285	0.5085516684
286	0.508439667
287	0.5083183199
288	0.5081611117
289	0.5080163863
290	0.50791454
291	0.5077782362
292	0.507660435
293	0.5075508017
294	0.5074247917
295	0.5072736001
296	0.507140224
297	0.5069747288
298	0.506859628
299	0.5066995013
300	0.5065675091
301	0.5064596723
302	0.506347971
303	0.5062200201
304	0.5060896726
305	0.5059694498
306	0.5058265778
307	0.5057155551
308	0.5055866711
309	0.505446072
310	0.5053501291
311	0.5052244502
312	0.5051133871
313	0.5050056302
314	0.5048643141
315	0.5047346791
316	0.5046224703
317	0.5045037503
318	0.5043869116
319	0.5042618825
320	0.5041417825
321	0.5040184068
322	0.5038873967
323	0.5037786669
324	0.5036584516
325	0.503555252
326	0.5034384606
327	0.5033143771
328	0.5031833292
329	0.5030711045
330	0.5029678894
331	0.502855606
332	0.5027534416
333	0.5026463271
334	0.5025424981
335	0.5024270128
336	0.5023253017
337	0.5021931344
338	0.5020906482
339	0.501991553
340	0.5018771535
341	0.5017866031
342	0.501643746
343	0.5015191383
344	0.5013967221
345	0.5012514935
346	0.50114142
347	0.501044772
348	0.5009297108
349	0.5008050242
350	0.5006974216
351	0.5005813234
352	0.5004806151
353	0.5003404033
354	0.5002223763
355	0.5000979323
356	0.4999684117
357	0.4998501069
358	0.4997333352
359	0.4995925762
360	0.4994806976
361	0.4993370931
362	0.4992320969
363	0.4991322437
364	0.499024527
365	0.498901207
366	0.4987693538
367	0.498659368
368	0.4985589281
369	0.4984180389
370	0.4983091235
371	0.4982253975
372	0.4981234779
373	0.4980223388
374	0.4979077213
375	0.4977809226
376	0.4976649596
377	0.4975498432
378	0.4974272285
379	0.4973063153
380	0.4971991713
381	0.4970813254
382	0.4969622072
383	0.4968771279
384	0.4967814524
385	0.4966854139
386	0.4965802822
387	0.4964542677
388	0.4963231814
389	0.4962096002
390	0.4961181762
391	0.496014397
392	0.4958731778
393	0.4957343823
394	0.4956061008
395	0.4955136665
396	0.4953998893
397	0.495306185
398	0.49517656
399	0.4950725902
400	0.4949280208
401	0.4948076845
402	0.4946861266
403	0.4945971609
404	0.4944789232
405	0.494371394
406	0.494260121
407	0.4941019563
408	0.4940091612
409	0.4939326281
410	0.4938539796
411	0.4937577508
412	0.4936721537
413	0.4935300742
414	0.4934061814
415	0.4933057064
416	0.4932162279
417	0.4931254449
418	0.4930189681
419	0.4929184342
420	0.4928105541
421	0.49269118
422	0.4925853684
423	0.4924786755
424	0.4923504662
425	0.4922239302
426	0.4921005997
427	0.4919978658
428	0.4918946411
429	0.4917668511
430	0.4916166216
431	0.49151331
432	0.4914042484
433	0.4913054148
434	0.4912004029
435	0.4910393552
436	0.4909610514
437	0.4908505023
438	0.4907580964
439	0.4906578556
440	0.4905816561
441	0.490467568
442	0.4903361433
443	0.4902056328
444	0.4901137847
445	0.490003848
446	0.4898816157
447	0.4897694233
448	0.4896670826
449	0.4895595794
450	0.4894610447
451	0.4893562427
452	0.489267748
453	0.4891413198
454	0.4890391057
455	0.4889395568
456	0.4888329592
457	0.4887610759
458	0.4886768431
459	0.4885913996
460	0.4884893411
461	0.4884053303
462	0.4883145661
463	0.4882161509
464	0.4880744785
465	0.4879407654
466	0.4878081147
467	0.4876974913
468	0.4875796018
469	0.4874748529
470	0.487356346
471	0.4872528733
472	0.4871435655
473	0.4870477454
474	0.4869164622
475	0.4868266432
476	0.4867211227
477	0.4866227757
478	0.4865110866
479	0.4864250098
480	0.4863064859
481	0.4862182946
482	0.486099602
483	0.4859784108
484	0.4858762135
485	0.4857677962
486	0.4856770044
487	0.4855875687
488	0.4855046254
489	0.4854197528
490	0.4853321984
491	0.4852464059
492	0.4851513138
493	0.4850412839
494	0.484939766
495	0.4848527895
496	0.4847654882
497	0.4846500375
498	0.4845569749
499	0.4844640095
500	0.4843518021
501	0.4842718045
502	0.4841575355
503	0.4840734452
504	0.4839835118
505	0.4838921434
506	0.4838093531
507	0.4837060675
508	0.4836236745
509	0.4835352145
510	0.4834407216
511	0.4833704117
512	0.4832800094
513	0.4831731934
514	0.4830873366
515	0.4829868348
516	0.4828751416
517	0.4827605056
518	0.4826601935
519	0.4825862751
520	0.4825016201
521	0.4824085551
522	0.4823123424
523	0.4822084055
524	0.4821289456
525	0.4820243489
526	0.4819308144
527	0.4818267381
528	0.4817392319
529	0.4816610991
530	0.4815921315
531	0.4815074117
532	0.4814321745
533	0.481341767
534	0.4812403023
535	0.481165551
536	0.4810701339
537	0.4809634285
538	0.4808369249
539	0.4807497181
540	0.4806441572
541	0.4805530626
542	0.4804716935
543	0.480376192
544	0.4802887886
545	0.4801970837
546	0.4801078685
547	0.4799981614
548	0.4799173644
549	0.4797940568
550	0.4797172828
551	0.479634322
552	0.4795586956
553	0.4794627845
554	0.4793585548
555	0.4792554147
556	0.4791688767
557	0.4790553841
558	0.4789731188
559	0.478872411
560	0.4787814473
561	0.4786411949
562	0.4785355657
563	0.4784415493
564	0.4783497437
565	0.478243114
566	0.4781496544
567	0.4780779466
568	0.4779791723
569	0.4778958198
570	0.4778006034
571	0.4776868758
572	0.4776035739
573	0.4775128078
574	0.4774202405
575	0.4773327131
576	0.4772477708
577	0.4771478852
578	0.4770601679
579	0.4769637884
580	0.476869887
581	0.4767359422
582	0.4766479321
583	0.4765492298
584	0.4764504021
585	0.4763795166
586	0.4762674081
587	0.4761878131
588	0.4761168008
589	0.4760128399
590	0.4759248648
591	0.4758518315
592	0.4757602972
593	0.4756804591
594	0.4756087781
595	0.4755457213
596	0.4754483079
597	0.4753126342
598	0.4752199237
599	0.4751243863
600	0.475011564
601	0.474903119
602	0.4748202665
603	0.4747189152
604	0.4746302514
605	0.4744981275
606	0.4744213299
607	0.4743114242
608	0.4742290778
609	0.4741250904
610	0.4740542063
611	0.4739467923
612	0.4738248843
613	0.4737533556
614	0.4736574864
615	0.4735619683
616	0.4734828519
617	0.4733710463
618	0.4732854344
619	0.4731769785
620	0.4730571161
621	0.472977241
622	0.4728675607
623	0.4727760879
624	0.4727072391
625	0.4726111149
626	0.4725085888
627	0.4724179292
628	0.4723334649
629	0.4722447678
630	0.4721493559
631	0.4720544711
632	0.4719251826
633	0.4718304765
634	0.4717558367
635	0.4716638919
636	0.4715653915
637	0.4714801557
638	0.4713938681
639	0.471297885
640	0.471227886
641	0.4711502993
642	0.4710648576
643	0.4709993679
644	0.4709337214
645	0.470821298
646	0.4707259338
647	0.4706332896
648	0.4705498551
649	0.4704344689
650	0.4703471454
651	0.4702690925
652	0.4701673541
653	0.4700384526
654	0.4699347963
655	0.4698266893
656	0.4697489195
657	0.4696721559
658	0.4695893645
659	0.4694831002
660	0.4693938877
661	0.4693212195
662	0.4692257382
663	0.4691421126
664	0.469070387
665	0.4689985813
666	0.4689023089
667	0.4688247832
668	0.4687508444
669	0.4686715807
670	0.4685855614
671	0.4684866992
672	0.4684029666
673	0.4682988964
674	0.4682042853
675	0.4681301824
676	0.4680578198
677	0.4679800496
678	0.4678984416
679	0.467807438
680	0.4677235206
681	0.4676208223
682	0.4675212727
683	0.467438714
684	0.4673549755
685	0.4672753637
686	0.4672031983
687	0.4671099002
688	0.467029287
689	0.4669424111
690	0.4668525896
691	0.4667688097
692	0.4666870527
693	0.4665843805
694	0.4664926951
695	0.4663915867
696	0.4663176683
697	0.466241098
698	0.4661585149
699	0.4660945763
700	0.4660117037
701	0.4659303171
702	0.465833361
703	0.4657649473
704	0.4656634985
705	0.4655428908
706	0.4654707367
707	0.4653609865
708	0.4652765886
709	0.4651876514
710	0.4650982077
711	0.4649676506
712	0.4648886139
713	0.4648140681
714	0.464718743
715	0.4646175177
716	0.4645128215
717	0.4644189792
718	0.4643014842
719	0.4642343447
720	0.4641491639
721	0.4640681298
722	0.4639903084
723	0.4639267064
724	0.4638288744
725	0.4637357459
726	0.463656629
727	0.463594247
728	0.4634951382
729	0.4634052531
730	0.4633194835
731	0.4632514821
732	0.4631514283
733	0.4630708408
734	0.4629917011
735	0.4629282685
736	0.462836249
737	0.4627569939
738	0.4626629771
739	0.4625756666
740	0.462494292
741	0.4624023483
742	0.4623206051
743	0.462255558
744	0.4621834804
745	0.4621164437
746	0.4620373027
747	0.4619530267
748	0.4618795662
749	0.4617831544
750	0.4617025246
751	0.4616241754
752	0.4615478916
753	0.461477395
754	0.4613911783
755	0.4613013859
756	0.4612125015
757	0.4610988829
758	0.461042303
759	0.4609661446
760	0.4608796415
761	0.4608056025
762	0.4607242656
763	0.4606499225
764	0.4605929343
765	0.4604982193
766	0.4604023877
767	0.4603178207
768	0.4602362638
769	0.4601580182
770	0.4600921219
771	0.4599941989
772	0.4599138899
773	0.4598363805
774	0.4597507356
775	0.4596933339
776	0.4596108892
777	0.4595355484
778	0.459462584
779	0.4593553455
780	0.4592772499
781	0.4591828977
782	0.4590995557
783	0.4589942411
784	0.4589146385
785	0.4588211419
786	0.4587508319
787	0.4586704499
788	0.4586046231
789	0.4585027959
790	0.4584105442
791	0.4583233529
792	0.4582450352
793	0.4581415058
794	0.4580768427
795	0.4579977119
796	0.4579091069
797	0.4578411877
798	0.4577622928
799	0.4576768229
800	0.4575905314
801	0.4575034088
802	0.4574051659
803	0.4573276799
804	0.4572537673
805	0.4571665293
806	0.457089735
807	0.4570258412
808	0.4569458332
809	0.4568716448
810	0.4567952174
811	0.4566860592
812	0.4566121135
813	0.4565164543
814	0.4564498119
815	0.4563574473
816	0.4562799736
817	0.456207049
818	0.4561255455
819	0.4560484288
820	0.4559783888
821	0.4558926295
822	0.4558042375
823	0.455717958
824	0.4556569477
825	0.4555781197
826	0.4555174126
827	0.4554293605
828	0.4553703127
829	0.4552949422
830	0.4552136022
831	0.4551419769
832	0.4550390507
833	0.4549624741
834	0.454908478
835	0.4548262714
836	0.4547492999
837	0.4546759873
838	0.4546042088
839	0.4545300993
840	0.4544387197
841	0.4543383502
842	0.4542635319
843	0.454176768
844	0.4540971405
845	0.4540144378
846	0.453945864
847	0.4538536278
848	0.453786273
849	0.4536750067
850	0.4536019752
851	0.4535108191
852	0.4534194374
853	0.4533361453
854	0.4532501823
855	0.4531761922
856	0.4530834389
857	0.4530094932
858	0.4529377194
859	0.4528606917
860	0.4528005334
861	0.4527302518
862	0.4526617492
863	0.4525823387
864	0.4525048879
865	0.4524347822
866	0.4523571166
867	0.4522884158
868	0.4522064467
869	0.452108262
870	0.4520206617
871	0.4519501968
872	0.4518660803
873	0.451774578
874	0.4516958135
875	0.4516217611
876	0.4515321844
877	0.4514660156
878	0.4513807655
879	0.4513070576
880	0.4512323056
881	0.451127532
882	0.4510650203
883	0.4509631109
884	0.4508815691
885	0.4507961519
886	0.4507272682
887	0.4506358862
888	0.4505633757
889	0.4505067689
890	0.4504005928
891	0.4503381586
892	0.4502552902
893	0.4501662666
894	0.4500920749
895	0.4500274245
896	0.4499469289
897	0.4498405745
898	0.4497462653
899	0.4496754352
900	0.4495876807
901	0.4495290767
902	0.4494314904
903	0.4493374823
904	0.449268895
905	0.4491919942
906	0.4491163927
907	0.4490448708
908	0.4489619185
909	0.448886042
910	0.448813904
911	0.4487051643
912	0.4486204812
913	0.4485426281
914	0.4484790309
915	0.448398473
916	0.4483192021
917	0.448232622
918	0.4481685283
919	0.4481133725
920	0.4480200858
921	0.4479370453
922	0.4478676708
923	0.4477851292
924	0.44770217
925	0.447620733
926	0.4475517869
927	0.4474844321
928	0.4474140729
929	0.4473475987
930	0.4472620087
931	0.4471701671
932	0.447088814
933	0.4470270287
934	0.4469640933
935	0.4469007149
936	0.4468419621
937	0.4467289827
938	0.4466592177
939	0.4465812676
940	0.4464991995
941	0.446438381
942	0.446358022
943	0.4462435395
944	0.4461905687
945	0.4461242431
946	0.446027729
947	0.4459537887
948	0.4458840813
949	0.4458113769
950	0.44574233
951	0.4456769407
952	0.4455941093
953	0.4455095328
954	0.4454475884
955	0.4453811407
956	0.4452996419
957	0.4452429094
958	0.4451742778
959	0.4451088799
960	0.4450210413
961	0.4449705063
962	0.4448883394
963	0.4447963391
964	0.4446929871
965	0.4446378479
966	0.4445776003
967	0.4445116436
968	0.4444326327
969	0.4443700634
970	0.4443128546
971	0.4442281439
972	0.4441536145
973	0.444079464
974	0.4440111055
975	0.4439184761
976	0.4438258352
977	0.4437358705
978	0.4436351402
979	0.4435719744
980	0.4434946021
981	0.4434174847
982	0.443338152
983	0.4432710994
984	0.4431891637
985	0.4431163469
986	0.4430571712
987	0.4429990494
988	0.4429240412
989	0.4428582051
990	0.4427781458
991	0.4426970173
992	0.4425879766
993	0.4425209874
994	0.4424388999
995	0.4423580703
996	0.4422954277
997	0.4422379374
998	0.4421550394
999	0.4420688641
